ratingScore,reviewerID,productID
5.0,A1NC9AGZOBI0M1,0007173989
4.0,AEKWD5WIFP6,000172066X
3.0,A2SZAEY94NY1UX,0006168124
4.0,AHD101501WCN1,0006530702
5.0,A34UTL4AVX80MK,0001048767
5.0,AXYFNRDTY33TU,0006162754
3.0,A3A6GXILVT9JNW,0002318075
5.0,A1NC9AGZOBI0M1,0007120974
5.0,A3NIQK6ZLYEP1L,0001921517
5.0,A3BH49ZKESHDID,0007151276
4.0,A3RBGEV4IHL1XM,0006383475
4.0,A1CHM200OEN65X,0007181604
4.0,A244OF3K701OS1,0002247437
5.0,A3H2CKTFZ3B3GD,0002242052
4.0,A3RBGEV4IHL1XM,0006137989
5.0,A2JVCPTNG2L7PY,000172066X
5.0,A2F6N60Z96CAJI,0007197594
4.0,A1MFPR1ILOQPJY,0007155662
5.0,A2AIE9DO5QSVBD,0006393195
5.0,A1D2C0WDCSHUWZ,0007169426
5.0,A3K1RVYM3JQZZS,0007141343
4.0,A2FEGRJQNU51P9,0002247186
3.0,A2F3SXHT6RBV81,0002256649
4.0,A2PWUIQG57O1AZ,0007181353
3.0,A2SI6BNK5SWSMD,0007181582
4.0,A1SCJWCMQ3W3KK,0006157629
5.0,A1EBV706Z2AM38,0007179448
5.0,A2NHD7LUXVGTD3,0007173989
5.0,A1DYMH30TSRONY,0007201745
5.0,AK7CAW3N1XZV6,0007142315
5.0,A96K1ZGW56S2I,000711835X
3.0,A1JV4QKTEB7QBL,0006514642
4.0,A30TK6U7DNS82R,0006532462
2.0,A3T0OTH5072YRE,0007192142
4.0,A1EKTLUL24HDG8,0006482791
5.0,A2PNTEDGMOLMOY,000614182X
5.0,A2DA6HOBLBUQL6,0007120680
5.0,A3VMCKYN22X0CO,0006175015
3.0,A1T17LMQABMBN5,0006473369
3.0,A4SD8F79JBYG2,0007115881
5.0,A3647FSN6JOR06,0002310988
5.0,AUGABW5AS2OXM,0002238594
3.0,A2FVOBHO3IPGF7,0007120818
4.0,AU6DIIDZK2OQM,0002255863
5.0,A1I2O9Y3X3HXLS,0007133766
4.0,A1V8NBMG0PDVK1,0006162754
4.0,A2C05OHYJERICI,0007120907
4.0,A1N1YEMTI9DJ86,0006162754
2.0,A2FEGRJQNU51P9,0007157630
4.0,A3C0380R9NMLHD,0007155662
4.0,A33CLVW2K7SL1P,0006551807
3.0,A1JV4QKTEB7QBL,0006472087
4.0,A2F6N60Z96CAJI,0007201788
4.0,AK7CAW3N1XZV6,0007196962
5.0,A386UNUYDUDSBB,0006480101
5.0,ADY0QI5IENSLY,000713746X
5.0,A1C8P8OTHF77PF,0006280544
3.0,A286R43QW30HAZ,0007164939
5.0,A30TK6U7DNS82R,0007157169
3.0,A1X8VZWTOG8IS6,0007124376
5.0,A1MC6BFHWY6WC3,0007178638
4.0,A2WZON0QPX7C9X,0002259524
5.0,A4FX5YCJA630V,0007155018
4.0,AUTBHG6070SL4,0006482783
5.0,A2ORDVE96GL3Q7,0006499171
3.0,A3BH49ZKESHDID,0006514367
4.0,A2T47C5XF9FQI7,0007120702
4.0,A2FVOBHO3IPGF7,0006158048
4.0,A3USRUCHAOC3MT,0002219247
4.0,A1SCJWCMQ3W3KK,0007120877
5.0,A2NJO6YE954DBH,0001712764
5.0,A3QZCA4LTTVGAD,0007175221
4.0,AHHUNTFQGUGX8,0006510973
2.0,A2F3M93RRLFQNJ,0007181604
5.0,AHD101501WCN1,0007117213
5.0,A3BH49ZKESHDID,0006392954
5.0,A1NC9AGZOBI0M1,0002310015
4.0,AISUSPFYY68RO,0006162754
4.0,A3BIWTN2DA0YY2,0006162754
4.0,AEKWD5WIFP6,0001713256
5.0,A260X99UW6HA9Z,0006499260
5.0,A2DSXA1E02C86D,0006513719
4.0,A2F6N60Z96CAJI,0007201109
5.0,A33CLVW2K7SL1P,0007174640
4.0,A126KX6FVI4T66,0002247186
4.0,A55ER33W947XU,0006170056
2.0,A4SD8F79JBYG2,0007145594
5.0,A222LQEPE7O7BV,0002256649
4.0,A1D5RCOILPC9LX,0002241471
5.0,A1IOJE0W1NXOSE,0002310988
5.0,A1A87TUBBDPMF0,0006476414
5.0,A34UTL4AVX80MK,0006543545
5.0,A3RK5D0VVDGCPP,0006545793
4.0,A2NJO6YE954DBH,0001716069
5.0,A38AAPXSJN4C5G,0007204167
2.0,A1835Y2087GJU8,0007165870
5.0,A1IOJE0W1NXOSE,0006170056
3.0,A21NVBFIEQWDSG,0007201109
5.0,A3RBGEV4IHL1XM,0007206720
5.0,A1MC6BFHWY6WC3,000231309X
4.0,A1N1YEMTI9DJ86,0002241277
4.0,A13G1TKIKHGV3F,0006140459
3.0,A319KYEIAZ3SON,0002255081
5.0,A2F6N60Z96CAJI,0007181582
2.0,ABMX8XUNPR3LP,0007111452
5.0,A1FSJH67CYP9Y2,0002258757
5.0,AGHIV0V0ON7MO,0006278000
4.0,A26BWRBPP4V2WF,0006379702
5.0,A2YUZKPLUYQDKV,0003395693
5.0,AHHUNTFQGUGX8,0002219247
5.0,A1I2O9Y3X3HXLS,0007151403
5.0,A1D2C0WDCSHUWZ,0007116268
5.0,A1LEA0J63GNRTM,0007161158
4.0,AC1K4OQOZ90RS,0007117213
5.0,AF8MDS6ZUV6M5,0006177301
5.0,A2YXRT2XIJIO57,0002255863
5.0,A3QVAKVRAH657N,000715707X
5.0,A55ER33W947XU,000711835X
4.0,A3PGGI7A6XCNF1,0002246791
4.0,A2ORDVE96GL3Q7,0002005549
5.0,A1IOJE0W1NXOSE,0002259842
1.0,A1V8NBMG0PDVK1,0002311216
4.0,A2AYSFGUP5VTY3,0007119283
5.0,A1XU60OJ2XW5P4,0006167357
5.0,A4FX5YCJA630V,0006910637
5.0,A3QZCA4LTTVGAD,0007173156
5.0,A1EKTLUL24HDG8,000711835X
5.0,AHHUNTFQGUGX8,0002250101
2.0,A2UIXU97JYCPZG,000651202X
5.0,A3OJFPKMCXKOM0,0006530702
2.0,A5S98AEI9WI7Y,0006167004
3.0,A38OQ9XLUPBAG7,0007161158
5.0,A1CPSCL93S0VS8,0007120877
5.0,A1M8PP7MLHNBQB,000711611X
3.0,A1Z81GM85KH5XS,0006476414
5.0,AIX69FQ11NYHV,0002258870
5.0,A3647FSN6JOR06,000711933X
4.0,A5S98AEI9WI7Y,000711835X
4.0,AGHIV0V0ON7MO,0006280935
5.0,AFMF4F9QW2JDS,000711835X
4.0,A2KBF2OYR359AJ,0001844423
3.0,A32HH93JPN3TVV,0002322145
3.0,A3PA2209QS734T,0006140459
4.0,A3EJWHGO91FA0N,000711933X
5.0,A2O9HU1K7TCF7B,0006545793
3.0,A2AYSFGUP5VTY3,0006137989
4.0,AQCQ5F0OJXMG9,0007181701
4.0,A34UTL4AVX80MK,0002005549
4.0,A2ORDVE96GL3Q7,0006551394
5.0,A3BIWTN2DA0YY2,0002314843
5.0,A1DGJOJ1D49YZ8,0007205600
3.0,A1X8VZWTOG8IS6,0006930220
2.0,A3DXVYD2TQHWGD,0007120761
3.0,A126KX6FVI4T66,0006512372
5.0,A2O9HU1K7TCF7B,0007119313
3.0,A2SLME0E0ENFCP,0007149832
5.0,A1G9FX1KV45N41,0006493599
5.0,AHD101501WCN1,0007158459
5.0,A2YF4ZMECJVLK9,0007195303
2.0,AS6SH2JM2YY3H,0007102623
5.0,A2SI6BNK5SWSMD,0007119313
5.0,A2NJO6YE954DBH,0006176070
3.0,A2YXRT2XIJIO57,0007178484
4.0,A30KEXFT9SILL6,0007154917
5.0,AQCQ5F0OJXMG9,0007141424
5.0,A2F6N60Z96CAJI,0006551807
5.0,AHD101501WCN1,0002245833
4.0,AK7D1BHZOSOL1,000719739X
4.0,A6HXFDIC7DVTC,0007158459
4.0,A2IIB10X0CECYV,0007121024
4.0,A1835Y2087GJU8,0007120761
5.0,A345U10UP0S8LR,0002250101
5.0,A2LIR7WQ20GXQ7,000224070X
4.0,A3BIWTN2DA0YY2,0007154917
5.0,A2T7JK9FLC8V0N,0007119313
3.0,A3K1RVYM3JQZZS,000711933X
5.0,A4FX5YCJA630V,0006755488
5.0,A1NC9AGZOBI0M1,0002317850
4.0,A2IIB10X0CECYV,0007120907
4.0,A1LVZOK9F7K4CN,000715707X
3.0,ACIBQ6BQ6AWEV,000711835X
2.0,A1NT7ED5TATUAM,0002211246
5.0,A3R1E4K7B6RUHP,0004244079
5.0,A222LQEPE7O7BV,000719823X
5.0,A1CHM200OEN65X,0007150415
5.0,A1SKNS2DGG46XM,0007201761
5.0,A1K1JW1C5CUSUZ,0006176976
3.0,AT192JFMGM0ZG,000711933X
4.0,A1N1YEMTI9DJ86,0002310015
3.0,A146H6A41B26QT,0006392237
3.0,A1JV4QKTEB7QBL,000710782X
4.0,A1ESZNL5LPAJMG,0006755232
5.0,A3A6GXILVT9JNW,0007179448
5.0,A38I19743GC8P4,0006162754
5.0,A8O13GJJDU01Z,0006904408
5.0,A3A6GXILVT9JNW,0007119305
5.0,A1SBFI91YMPS9I,0002310015
5.0,A33CLVW2K7SL1P,000617342X
3.0,AJDYDG7YZY9QL,0006476155
4.0,A2NHD7LUXVGTD3,000649921X
4.0,A2F540P3L6P5CL,0006170072
4.0,A1IOJE0W1NXOSE,0002314843
4.0,A1NC9AGZOBI0M1,0006211712
1.0,A2Q3D3CC9HT0S5,0007149832
4.0,AUUFW7PTUHLT,0006499171
4.0,A30KEXFT9SILL6,0006486029
4.0,A3J0OXB9KIC5SS,0006499236
5.0,A1K1JW1C5CUSUZ,0007178484
5.0,AYT4FJYVCHYLE,0006392237
4.0,A1GPGBHBI6T2HJ,0002005549
4.0,A2PNTEDGMOLMOY,0002250101
5.0,AMX0PJKV4PPNJ,0007174640
3.0,A2GBJQ9THOYDAJ,0006173586
4.0,A2IIB10X0CECYV,0007119305
4.0,A30KEXFT9SILL6,0006393209
5.0,A2T47C5XF9FQI7,000711835X
5.0,AJQ1S39GZBKUG,0007171226
4.0,AISUSPFYY68RO,0006140459
4.0,A39S0MP5L7898V,0001951076
3.0,A3S1YIQQW7AZO,0006393195
5.0,A1YWUHRJDMATPI,0007111509
5.0,A3LWS1L674IYH7,000711835X
4.0,A11ON2OFCF6RTV,000648011X
5.0,A3NDPSK6QZHSAV,0006472613
5.0,A3PGGI7A6XCNF1,0002250101
5.0,A1G37DFO8MQW0M,0002310988
3.0,A1D2C0WDCSHUWZ,0007127898
4.0,A331OF34UX4Y1K,0002184680
5.0,A1K1JW1C5CUSUZ,0006280560
5.0,A13G1TKIKHGV3F,0007206720
5.0,A37XGUQ1VH0XM6,0002571390
5.0,A1NC9AGZOBI0M1,0007141343
3.0,A386UNUYDUDSBB,0002247437
4.0,A2SLME0E0ENFCP,000711835X
3.0,A2MF2QVSCUI27G,0007181604
4.0,AGHIV0V0ON7MO,0006280897
4.0,A2RPIGO3G4M6GN,0007181604
5.0,A38Z66H58RIJ64,0002247437
2.0,A1BA72K4VK1UN1,0007154828
5.0,A3A6GXILVT9JNW,0007122586
4.0,A4R3X0V1QIJ7K,0007113803
4.0,A3R1E4K7B6RUHP,0006170056
5.0,A1CPSCL93S0VS8,0002310899
4.0,A2B1GZIRD6W646,0006530702
5.0,A37XGUQ1VH0XM6,000617695X
5.0,A3037AQNP4WHHK,0002311909
3.0,A33EVEMS61JYRQ,0004244079
4.0,A3IKBHODOTYYHM,0007141424
5.0,A1CPSCL93S0VS8,0007206720
5.0,ADY0QI5IENSLY,000648011X
4.0,A38Z66H58RIJ64,0007211252
2.0,A1FH9TBAO96PEW,0006483674
5.0,A2NHD7LUXVGTD3,0007149832
4.0,A17FLA8HQOFVIG,0007177437
4.0,A1BI8PUEHA5CHW,0007198175
5.0,A33L7G4E8CID3,0002238594
5.0,A20EEWWSFMZ1PN,0006176070
3.0,A1X8VZWTOG8IS6,0006482783
4.0,AU6DIIDZK2OQM,0007149832
4.0,A1Z81GM85KH5XS,000712788X
5.0,A1X4JO8EJ1U5BR,000711835X
3.0,A5S98AEI9WI7Y,0001048767
3.0,A5S98AEI9WI7Y,0006755488
4.0,A1K1JW1C5CUSUZ,0007200285
5.0,A2O5RT4RCC4NU2,0002005549
5.0,A29LGHDM4PTVOA,000711835X
3.0,A30KEXFT9SILL6,0007103417
5.0,A2YUZKPLUYQDKV,0006511848
3.0,AFN32PGTZ31MV,0006551807
1.0,A3RBGEV4IHL1XM,000613887X
5.0,A2WZON0QPX7C9X,0001720295
5.0,A2F6N60Z96CAJI,0002247437
5.0,A1K1JW1C5CUSUZ,0001720279
4.0,A2K9FXOFFHVNWG,000105001X
4.0,A28WJUJF6D2ULA,0007119593
4.0,A1NC9AGZOBI0M1,0007120761
5.0,A2GRDQJ4Z7053K,0006499627
5.0,A1X8VZWTOG8IS6,0003302245
5.0,AK7CAW3N1XZV6,0007183135
4.0,A2XRMQA6PJ5ZJ8,0002247402
3.0,A1AV32Q6I8M1LX,0007120907
5.0,A22QFL2QV9336P,0001720295
3.0,A1AV32Q6I8M1LX,0007161077
5.0,A2OJW07GQRNJUT,0006211712
5.0,A3USRUCHAOC3MT,0006167357
5.0,A3BIWTN2DA0YY2,0007119305
3.0,AYFNOHE3IQQ4G,0007120761
5.0,AHNBPJK260368,0007154917
4.0,AK7CAW3N1XZV6,0006119875
4.0,A29NUB3P6YIWZG,0007155662
5.0,ANEDXRFDZDL18,0002005549
4.0,A2O5RT4RCC4NU2,0006510922
4.0,A96K1ZGW56S2I,0006490344
4.0,A2TXR85WQLE32N,0006172776
4.0,A2PNTEDGMOLMOY,0002261251
3.0,A8IPQ1Q1O7YX5,0007177437
5.0,AIQEHMC9TKGK5,0007181701
5.0,A1NT7ED5TATUAM,0001048767
5.0,A3KRBW13FWBUH,0002314843
3.0,A386UNUYDUDSBB,000649885X
5.0,AHD101501WCN1,0002152525
3.0,A2EDZH51XHFA9B,0007141424
5.0,A2PNTEDGMOLMOY,000711835X
4.0,A1D2C0WDCSHUWZ,0003300870
4.0,AYFNOHE3IQQ4G,0007119305
3.0,ACRDUJAN6XYVK,0007181604
5.0,A2O5RT4RCC4NU2,0006498183
4.0,A2EDZH51XHFA9B,0002247437
5.0,A1M8PP7MLHNBQB,0007161263
2.0,A1RAUVCWYHTQI4,0001047868
3.0,A2SZAEY94NY1UX,0006137741
3.0,A2Q3D3CC9HT0S5,0007173571
5.0,A260X99UW6HA9Z,0006511309
4.0,A1X8VZWTOG8IS6,0007108796
5.0,A2SLME0E0ENFCP,0007141424
5.0,A222LQEPE7O7BV,0002172690
5.0,A1FT7QFKNHL9DT,0007157169
3.0,A2K9FXOFFHVNWG,0007196121
5.0,A2YTHMJJJQCOZ,0006392237
4.0,A2ODBHT4URXVXQ,000719093X
4.0,A286R43QW30HAZ,0007195087
4.0,A2PWUIQG57O1AZ,0006512070
4.0,AHD101501WCN1,0006545793
5.0,A1LEA0J63GNRTM,000721801X
1.0,A2EDZH51XHFA9B,0004244079
4.0,A1X8VZWTOG8IS6,0001720295
5.0,ADY0QI5IENSLY,0007196156
4.0,A244OF3K701OS1,0006910637
3.0,A1S1JC7LTBZAH2,0007120680
2.0,A331OF34UX4Y1K,0007140975
5.0,A2YTHMJJJQCOZ,0001050230
4.0,A3RBGEV4IHL1XM,0007121113
5.0,A3A6GXILVT9JNW,0007161077
4.0,A1X8VZWTOG8IS6,0006172768
4.0,A2AIE9DO5QSVBD,0006755232
5.0,A2F6N60Z96CAJI,0006514774
3.0,A2AYSFGUP5VTY3,0007161077
5.0,AJQ1S39GZBKUG,0006497071
4.0,A3NBL1TI2M3CW1,0006513840
4.0,A3LZGLA88K0LA0,0007181604
5.0,ADY0QI5IENSLY,0002051850
5.0,A33CLVW2K7SL1P,0007149123
5.0,A2ODBHT4URXVXQ,0002005395
5.0,A2KPBO9MLTTOZZ,0006499260
5.0,A2KPBO9MLTTOZZ,0006499163
5.0,AC1K4OQOZ90RS,0007207638
5.0,A2DA6HOBLBUQL6,0007120877
2.0,A22QFL2QV9336P,0007158459
3.0,A38Z66H58RIJ64,0007120761
4.0,A1RAUVCWYHTQI4,0006511309
5.0,A2TXR85WQLE32N,0002727463
2.0,A1FH9TBAO96PEW,0002261251
5.0,A2TRDIO44OUHTO,0006482074
4.0,AU6DIIDZK2OQM,0002241447
5.0,A3V2W0GE6XQUPF,0007120974
4.0,A2F6N60Z96CAJI,000714282X
5.0,A55ER33W947XU,0003302245
5.0,A26TU4ONC9KQRR,000171337X
4.0,A2K9FXOFFHVNWG,0006486177
5.0,AF8MDS6ZUV6M5,0002238594
4.0,A1Z81GM85KH5XS,0006499163
4.0,ALDRY40BPNY09,0002051850
3.0,A3QW09WANRS6BZ,0002247437
5.0,A2FVOBHO3IPGF7,0007119283
4.0,A2RA98L9KYYWXS,000711933X
4.0,A2F6N60Z96CAJI,0007120125
3.0,A3R1E4K7B6RUHP,0006514936
3.0,A2EDZH51XHFA9B,0006543545
4.0,A1FH9TBAO96PEW,0006155480
4.0,A3BH49ZKESHDID,0006155480
4.0,A327WTVB1VG9X0,000721801X
5.0,A1F38YS15PWMRQ,0006476155
2.0,AC1K4OQOZ90RS,000226157X
5.0,A2DA6HOBLBUQL6,0007111932
4.0,AHHUNTFQGUGX8,0006476414
4.0,AK7D1BHZOSOL1,0002246791
3.0,A3DXVYD2TQHWGD,0007149832
3.0,AHHUNTFQGUGX8,0007181701
5.0,A1G37DFO8MQW0M,0002317850
4.0,A29CUCGRX04TS8,0006483232
2.0,A1K1JW1C5CUSUZ,000226157X
5.0,A1G9FX1KV45N41,0001048767
5.0,AHD101501WCN1,0001050230
1.0,A1G9FX1KV45N41,0007192142
5.0,A1SCJWCMQ3W3KK,0006476155
5.0,A341BG8RMH8QW,0001720392
5.0,AHHU34NT0HTR1,0007141424
5.0,A2PWUIQG57O1AZ,0006514219
5.0,A1MC6BFHWY6WC3,0006551734
3.0,A2PNTEDGMOLMOY,0002247437
2.0,A126KX6FVI4T66,0007195303
5.0,A3QIP6LXWPIPMP,0007164939
5.0,A2LIR7WQ20GXQ7,0002259842
1.0,A2FTHCGH06O4Y5,0006248365
5.0,A2KBF2OYR359AJ,0002005379
5.0,A30TK6U7DNS82R,0006499473
5.0,A333TKE5KYTW0Z,0001720295
3.0,A3RBGEV4IHL1XM,000231312X
4.0,AYXONN2ZFICBU,0006512879
5.0,A2VE83MZF98ITY,0006250025
5.0,A34UTL4AVX80MK,0007105673
4.0,A3CWEK9HY2VPDL,0002238594
4.0,A3MV1KKHX51FYT,0006168124
3.0,A4SD8F79JBYG2,0006393195
5.0,A2F6N60Z96CAJI,000719174X
5.0,A2MAB5Q4XA209W,0002256649
5.0,A55ER33W947XU,0002247399
4.0,A3NDPSK6QZHSAV,0006476589
5.0,A37GRFP6VMUXKT,000651202X
3.0,A1L43KWWR05PCS,000648123X
5.0,A21Z8FUB9IZI2L,0006152465
3.0,A1AV32Q6I8M1LX,0007179448
4.0,A2CR57GAJKNWVV,0007133766
5.0,A333TKE5KYTW0Z,000711835X
5.0,A1FT7QFKNHL9DT,0006211712
5.0,A3T0OTH5072YRE,0001720295
3.0,A21W6PCDZWG15R,0006490344
5.0,A20EEWWSFMZ1PN,0006754007
5.0,A2JVCPTNG2L7PY,0007158505
4.0,A13G1TKIKHGV3F,0007120990
4.0,A2MAB5Q4XA209W,0006482449
5.0,A319KYEIAZ3SON,0007141343
2.0,A2YXRT2XIJIO57,0007155662
4.0,A2O5RT4RCC4NU2,0002252317
4.0,AYFNOHE3IQQ4G,0002005549
4.0,A1NT7ED5TATUAM,0002219247
5.0,A1NC9AGZOBI0M1,0006498736
2.0,AU6DIIDZK2OQM,0007126670
4.0,A2AIE9DO5QSVBD,0007141424
